Year,State,Energy Source,"Sum of CO2
(Metric Tons)","Sum of SO2
(Metric Tons)","Sum of NOx
(Metric Tons)"
2005,WY,Other,0,0,20
2005,WY,Other Gases,0,0,200
2005,WY,Petroleum,141384,402,206
2006,AK,All Sources,9253428,8398,36046
2006,AK,Coal,2597618,4312,5440
2006,AK,Natural Gas,5346620,28,14836
2006,AK,Other Biomass,0,0,210
2006,AK,Petroleum,1309190,4056,15556
2006,AK,Wood and Wood Derived Fuels,0,0,2
2006,AL,All Sources,172306950,915008,244550
2006,AL,Coal,153483690,860968,219000
2006,AL,Natural Gas,17980034,86,10786
2006,AL,Other,47638,28,0
2006,AL,Other Biomass,0,16,14
2006,AL,Other Gases,0,20,1050
2006,AL,Petroleum,795588,2432,920
2006,AL,Wood and Wood Derived Fuels,0,51462,12788
2006,AR,All Sources,57862510,163938,76456
2006,AR,Coal,48806278,132210,62830
2006,AR,Natural Gas,8478762,40,3308
2006,AR,Other,149888,402,62
2006,AR,Other Biomass,0,10,532
2006,AR,Petroleum,427582,1336,338
2006,AR,Wood and Wood Derived Fuels,0,29940,9386
2006,AZ,All Sources,108023488,89490,150004
2006,AZ,Coal,80914322,89320,141448
2006,AZ,Natural Gas,26992886,132,7600
2006,AZ,Other Biomass,0,0,662
2006,AZ,Other Gases,0,0,84
2006,AZ,Petroleum,116280,32,156
2006,AZ,Wood and Wood Derived Fuels,0,6,56
2006,CA,All Sources,119464166,53074,181194
2006,CA,Coal,7794826,6274,6146
2006,CA,Geothermal,658786,0,0
2006,CA,Natural Gas,103758348,626,115436
2006,CA,Other,712262,88,2630
2006,CA,Other Biomass,0,44,33880
2006,CA,Other Gases,636,22,5934
2006,CA,Petroleum,6539308,42774,10432
2006,CA,Wood and Wood Derived Fuels,0,3238,6748
2006,CO,All Sources,84852876,117138,131200
2006,CO,Coal,73950776,117048,120816
2006,CO,Natural Gas,10831882,58,9930
2006,CO,Other Biomass,0,0,242
2006,CO,Other Gases,2504,0,2
2006,CO,Petroleum,67714,32,206
2006,CO,Wood and Wood Derived Fuels,0,0,2
2006,CT,All Sources,22337006,10808,17906
2006,CT,Coal,8741112,5224,4780
2006,CT,Natural Gas,8725152,42,1566
2006,CT,Other,2352658,416,7498
2006,CT,Other Biomass,0,0,412
2006,CT,Other Gases,3322,0,0
2006,CT,Petroleum,2514762,5128,3640
2006,CT,Wood and Wood Derived Fuels,0,0,12
2006,DC,All Sources,200172,654,718
2006,DC,Petroleum,200172,654,718
2006,DE,All Sources,11898444,60098,22494
2006,DE,Coal,10563654,56780,15870
2006,DE,Natural Gas,1058852,2,746
2006,DE,Other,0,0,154
2006,DE,Other Biomass,0,2,124
2006,DE,Other Gases,0,2,4090
2006,DE,Petroleum,275938,3310,1508
2006,FL,All Sources,255364792,658290,423232
2006,FL,Coal,126382230,393010,235086
2006,FL,Natural Gas,82593774,274,48778
2006,FL,Other,4970320,2166,18874
2006,FL,Other Biomass,0,156,5512
2006,FL,Other Gases,86,50,8866
2006,FL,Petroleum,41418382,234436,96256
2006,FL,Wood and Wood Derived Fuels,0,28190,9854
2006,GA,All Sources,182040130,1370740,260228
2006,GA,Coal,166074800,1238316,218118
2006,GA,Natural Gas,11430368,46,9934
2006,GA,Other,1331258,656,174
2006,GA,Other Biomass,0,110,1456
2006,GA,Petroleum,3203704,74112,8690
2006,GA,Wood and Wood Derived Fuels,0,57484,21848
2006,HI,All Sources,18275484,43774,57562
2006,HI,Coal,3076886,1842,2046
2006,HI,Geothermal,10908,0,0
2006,HI,Other,430126,68,1652
2006,HI,Other Biomass,0,74,688
2006,HI,Other Gases,0,0,168
2006,HI,Petroleum,14757564,41794,53000
2006,IA,All Sources,82490552,264750,128174
2006,IA,Coal,79832310,262524,122472
2006,IA,Natural Gas,2120640,6,1436
2006,IA,Other,22902,50,140
2006,IA,Other Biomass,0,0,2830
2006,IA,Petroleum,514700,2170,1302
2006,ID,All Sources,1763258,9080,3980
2006,ID,Coal,561444,3064,1254
2006,ID,Natural Gas,1201558,4,912
2006,ID,Other,0,0,64
2006,ID,Petroleum,256,0,6
2006,ID,Wood and Wood Derived Fuels,0,6010,1744
2006,IL,All Sources,202148848,617936,244664
2006,IL,Coal,195547992,616640,225754
2006,IL,Natural Gas,6168904,36,9444
2006,IL,Other,153858,338,90
2006,IL,Other Biomass,0,2,8576
2006,IL,Other Gases,0,2,84
2006,IL,Petroleum,278094,918,718
2006,IN,All Sources,247053316,1516326,403046
2006,IN,Coal,242408874,1514968,373364
2006,IN,Natural Gas,3753902,14,3094
2006,IN,Other,600786,0,0
2006,IN,Other Biomass,0,0,4438
2006,IN,Other Gases,0,348,21726
2006,IN,Petroleum,289754,996,420
2006,KS,All Sources,72467956,201822,148024
2006,KS,Coal,69612648,196704,138352
2006,KS,Natural Gas,2751454,4,6202
2006,KS,Petroleum,103854,5112,3468
2006,KY,All Sources,188475064,781546,315586
2006,KY,Coal,179064426,759990,292542
2006,KY,Natural Gas,1737040,6,3566
2006,KY,Other,39440,14,130
2006,KY,Other Biomass,0,2,1952
2006,KY,Other Gases,5152,0,0
2006,KY,Petroleum,7629006,15784,15662
2006,KY,Wood and Wood Derived Fuels,0,5750,1738
2006,LA,All Sources,109300944,250618,179130
2006,LA,Coal,51529312,162836,65254
2006,LA,Natural Gas,51876530,210,79608
2006,LA,Other,714396,8002,4326
2006,LA,Other Biomass,0,38,580
2006,LA,Other Gases,0,22,7628
2006,LA,Petroleum,5180706,34104,5272
2006,LA,Wood and Wood Derived Fuels,0,45408,16458
2006,MA,All Sources,47821796,97818,44662
2006,MA,Coal,20844904,71232,18596
2006,MA,Natural Gas,19800038,56,7178
2006,MA,Other,2586640,288,10006
2006,MA,Other Biomass,0,36,2760
2006,MA,Petroleum,4590214,26176,5998
2006,MA,Wood and Wood Derived Fuels,0,26,116
2006,MD,All Sources,61672154,541746,124126
2006,MD,Coal,56724546,512560,94354
2006,MD,Natural Gas,2616186,8,13030
2006,MD,Other,1224922,386,3264
2006,MD,Other Biomass,0,0,1518
2006,MD,Other Gases,138,52,1356
2006,MD,Petroleum,1106362,24440,9010
2006,MD,Wood and Wood Derived Fuels,0,4294,1598
2006,ME,All Sources,11354568,34210,20664
2006,ME,Coal,1222418,3658,2174
2006,ME,Natural Gas,6241802,22,698
2006,ME,Other,1052364,752,2846
2006,ME,Other Biomass,0,126,364
2006,ME,Petroleum,2837984,14488,3972
2006,ME,Wood and Wood Derived Fuels,0,15168,10612
2006,MI,All Sources,153435064,653014,226176
2006,MI,Coal,136912158,629266,192654
2006,MI,Natural Gas,14423536,58,9144
2006,MI,Other,1118644,2580,4314
2006,MI,Other Biomass,0,156,11294
2006,MI,Other Gases,0,0,510
2006,MI,Petroleum,980726,12128,2676
2006,MI,Wood and Wood Derived Fuels,0,8816,5570
2006,MN,All Sources,76366164,188840,170396
2006,MN,Coal,71032114,160034,152792
2006,MN,Natural Gas,3291176,8,6278
2006,MN,Other,943812,88,4000
2006,MN,Other Biomass,0,76,938
2006,MN,Petroleum,1099062,20446,3704
2006,MN,Wood and Wood Derived Fuels,0,8172,2670
2006,MO,All Sources,160843486,519270,215172
2006,MO,Coal,157026696,506426,210904
2006,MO,Natural Gas,3580348,18,3258
2006,MO,Other,110782,1506,232
2006,MO,Other Biomass,0,0,16
2006,MO,Other Gases,4898,0,0
2006,MO,Petroleum,120762,11312,754
2006,MS,All Sources,52070168,164106,90698
2006,MS,Coal,35137152,137658,67746
2006,MS,Natural Gas,16191450,190,10564
2006,MS,Other,46394,304,62
2006,MS,Other Biomass,0,4,90
2006,MS,Other Gases,6332,2,302
2006,MS,Petroleum,688840,5088,5052
2006,MS,Wood and Wood Derived Fuels,0,20860,6886
2006,MT,All Sources,38807544,43552,75804
2006,MT,Coal,36986792,36014,71304
2006,MT,Natural Gas,235468,0,1152
2006,MT,Other Gases,0,0,1282
2006,MT,Petroleum,1585284,4564,732
2006,MT,Wood and Wood Derived Fuels,0,2972,1330
2006,NC,All Sources,147927620,894652,200090
2006,NC,Coal,142869826,876270,193456
2006,NC,Natural Gas,3136202,8,1848
2006,NC,Other,280180,1544,802
2006,NC,Other Biomass,0,12,562
2006,NC,Petroleum,1641412,3412,1236
2006,NC,Wood and Wood Derived Fuels,0,13400,2182
2006,ND,All Sources,63107332,237328,136118
2006,ND,Coal,62979464,237136,135332
2006,ND,Natural Gas,37092,0,96
2006,ND,Other Biomass,0,6,86
2006,ND,Other Gases,0,2,482
2006,ND,Petroleum,90776,182,118
2006,NE,All Sources,43784376,130202,122610
2006,NE,Coal,42902542,130136,82858
2006,NE,Natural Gas,844822,10,37638
2006,NE,Other Biomass,0,0,1754
2006,NE,Petroleum,37012,54,358
2006,NH,All Sources,14259390,74182,18304
2006,NH,Coal,8337002,69120,12164
2006,NH,Natural Gas,4820982,20,1004
2006,NH,Other,227024,18,674
2006,NH,Other Biomass,0,2,1364
2006,NH,Petroleum,874382,4730,1512
2006,NH,Wood and Wood Derived Fuels,0,296,1586
2006,NJ,All Sources,40072564,112770,56354
2006,NJ,Coal,21628566,110856,32668
2006,NJ,Natural Gas,16159560,46,12016
2006,NJ,Other,1457298,138,5570
2006,NJ,Other Biomass,0,4,3042
2006,NJ,Other Gases,0,16,508
2006,NJ,Petroleum,827140,1698,2546
2006,NM,All Sources,67169304,56590,143890
2006,NM,Coal,61060042,56550,136024
2006,NM,Natural Gas,6048614,32,7062
2006,NM,Other Biomass,0,0,772
2006,NM,Petroleum,60648,8,32
2006,NV,All Sources,33500836,16790,61216
2006,NV,Coal,14830300,16636,29296
2006,NV,Geothermal,69042,0,0
2006,NV,Natural Gas,18568448,96,30092
2006,NV,Other,0,12,1770
2006,NV,Petroleum,33046,44,60
2006,NY,All Sources,102855772,243744,128088
2006,NY,Coal,43640960,199680,57306
2006,NY,Natural Gas,43268586,184,22778
2006,NY,Other,3535742,586,12072
2006,NY,Other Biomass,0,2,8806
2006,NY,Petroleum,12410484,41178,25050
2006,NY,Wood and Wood Derived Fuels,0,2120,2072
2006,OH,All Sources,261136392,1939880,448634
2006,OH,Coal,253965104,1882600,440686
2006,OH,Natural Gas,2716514,12,2666
2006,OH,Other,15338,0,0
2006,OH,Other Biomass,0,170,838
2006,OH,Other Gases,0,56,296
2006,OH,Petroleum,4439436,53498,2906
2006,OH,Wood and Wood Derived Fuels,0,3540,1238
2006,OK,All Sources,105864722,219970,168926
2006,OK,Coal,73419756,208636,122942
2006,OK,Natural Gas,31813900,154,41564
2006,OK,Other,259332,24,978
2006,OK,Other Gases,0,4,710
2006,OK,Petroleum,371734,4374,1168
2006,OK,Wood and Wood Derived Fuels,0,6782,1570
2006,OR,All Sources,14304430,22512,24788
2006,OR,Coal,4708390,15780,10734
2006,OR,Natural Gas,9427660,58,9174
2006,OR,Other,136644,14,536
2006,OR,Other Biomass,0,0,1220
2006,OR,Petroleum,31736,442,102
2006,OR,Wood and Wood Derived Fuels,0,6222,3024
2006,PA,All Sources,254532614,1678114,351912
2006,PA,Coal,236616580,1638420,312910
2006,PA,Natural Gas,12604022,52,7870
2006,PA,Other,2481328,224,10524
2006,PA,Other Biomass,0,12,4034
2006,PA,Other Gases,13306,60,884
2006,PA,Petroleum,2817378,33010,14006
2006,PA,Wood and Wood Derived Fuels,0,6326,1674
2006,RI,All Sources,5052226,1640,6026
2006,RI,Natural Gas,4815012,28,992
2006,RI,Other Biomass,0,2,4022
2006,RI,Petroleum,237214,1606,1010
2006,SC,All Sources,82591754,437316,98502
2006,SC,Coal,75586144,411250,88896
2006,SC,Natural Gas,5586012,24,2064
2006,SC,Other,598194,4136,1314
2006,SC,Other Biomass,0,0,1376
2006,SC,Other Gases,86,0,0
2006,SC,Petroleum,821318,7180,1268
2006,SC,Wood and Wood Derived Fuels,0,14718,3578
2006,SD,All Sources,7168502,23184,27898
2006,SD,Coal,6795108,21694,26876
2006,SD,Natural Gas,357182,0,268
2006,SD,Other,114,1458,652
2006,SD,Other Biomass,0,0,2
2006,SD,Petroleum,16098,32,96
2006,TN,All Sources,124300278,540516,199812
2006,TN,Coal,122724570,526694,195256
2006,TN,Natural Gas,1133908,0,1288
2006,TN,Other,18662,332,8
2006,TN,Other Biomass,0,494,998
2006,TN,Other Gases,0,0,126
2006,TN,Petroleum,423138,978,474
2006,TN,Wood and Wood Derived Fuels,0,12016,1664
2006,TX,All Sources,520427804,1116700,520114
2006,TX,Coal,305398318,1046146,239820
2006,TX,Natural Gas,209233212,1276,218886
2006,TX,Other,0,16,6348
2006,TX,Other Biomass,0,30,5126
2006,TX,Other Gases,0,196,27792
2006,TX,Petroleum,5796274,57638,15060
2006,TX,Wood and Wood Derived Fuels,0,11408,7072
2006,UT,All Sources,73706634,67824,138926
2006,UT,Coal,70211502,67796,135850
2006,UT,Geothermal,9794,0,0
2006,UT,Natural Gas,3261466,14,2770
2006,UT,Other,112248,0,0
2006,UT,Other Biomass,0,0,204
2006,UT,Petroleum,111624,12,104
2006,VA,All Sources,85046124,394308,117456
2006,VA,Coal,73677070,345714,96678
2006,VA,Natural Gas,7359878,20,3842
2006,VA,Other,2124714,188,7236
2006,VA,Other Biomass,0,2,2642
2006,VA,Petroleum,1884462,20488,3736
2006,VA,Wood and Wood Derived Fuels,0,27896,3320
2006,VT,All Sources,20532,84,968
2006,VT,Natural Gas,3296,0,6
2006,VT,Petroleum,17236,14,102
2006,VT,Wood and Wood Derived Fuels,0,70,860
2006,WA,All Sources,20985744,22932,39906
2006,WA,Coal,13288434,4094,16754
2006,WA,Natural Gas,6930166,54,9432
2006,WA,Other,238688,22,918
2006,WA,Other Biomass,0,144,2232
2006,WA,Other Gases,0,2,994
2006,WA,Petroleum,528456,4042,1436
2006,WA,Wood and Wood Derived Fuels,0,14570,8140
2006,WI,All Sources,97994316,416238,153958
2006,WI,Coal,88961100,369022,130966
2006,WI,Natural Gas,5651586,18,3924
2006,WI,Other,237156,1462,594
2006,WI,Other Biomass,0,68,8468
2006,WI,Petroleum,3144474,29596,4324
2006,WI,Wood and Wood Derived Fuels,0,16062,5680
2006,WV,All Sources,172108600,855714,279142
2006,WV,Coal,170832192,853914,277658
2006,WV,Natural Gas,670644,2,702
2006,WV,Other,16844,158,68
2006,WV,Other Biomass,0,0,2
2006,WV,Other Gases,0,10,276
2006,WV,Petroleum,588920,1624,434
2006,WY,All Sources,91967308,167888,163364
2006,WY,Coal,90906912,167526,156540
2006,WY,Natural Gas,920720,4,2218
2006,WY,Other,0,0,94
2006,WY,Other Gases,0,10,4334
2006,WY,Petroleum,139676,344,186
2007,AK,All Sources,8686068,8580,34410
2007,AK,Coal,2623878,4420,5532
2007,AK,Natural Gas,4508834,20,12536
2007,AK,Other Biomass,0,110,14
2007,AK,Petroleum,1553356,4028,16328
2007,AK,Wood and Wood Derived Fuels,0,0,2
2007,AL,All Sources,176794486,897728,241770
2007,AL,Coal,154725464,845666,216264
2007,AL,Natural Gas,21363978,94,11450
2007,AL,Other,19904,26,0
2007,AL,Other Biomass,0,16,14
2007,AL,Other Gases,0,22,986
2007,AL,Petroleum,685140,2274,902
2007,AL,Wood and Wood Derived Fuels,0,49630,12154
2007,AR,All Sources,60632790,163812,82008
2007,AR,Coal,52386456,130332,67110
2007,AR,Natural Gas,7858772,36,3214
2007,AR,Other,132070,434,66
2007,AR,Other Biomass,0,18,1218
2007,AR,Petroleum,255492,1100,430
2007,AR,Wood and Wood Derived Fuels,0,31894,9968
2007,AZ,All Sources,112910748,102786,157438
2007,AZ,Coal,82293048,102598,148236
2007,AZ,Natural Gas,30537410,156,8502
2007,AZ,Other Biomass,0,0,396
2007,AZ,Other Gases,0,0,100
2007,AZ,Petroleum,80290,32,206
2007,CA,All Sources,126279658,45640,177136
2007,CA,Coal,7855178,5944,5982
2007,CA,Geothermal,667486,0,0
2007,CA,Natural Gas,110763612,644,115928
2007,CA,Other,706748,90,2652
2007,CA,Other Biomass,0,44,32354
2007,CA,Other Gases,606,20,5488
2007,CA,Petroleum,6286028,35782,8222
2007,CA,Wood and Wood Derived Fuels,0,3122,6500
2007,CO,All Sources,87142598,117674,133256
2007,CO,Coal,73293080,117558,119494
2007,CO,Natural Gas,13789126,64,13292
2007,CO,Other Biomass,0,0,270
2007,CO,Other Gases,2944,0,2
2007,CO,Petroleum,57448,50,192
2007,CO,Wood and Wood Derived Fuels,0,0,2
2007,CT,All Sources,20926820,10518,16950
2007,CT,Coal,7621834,4966,4174
2007,CT,Natural Gas,8529698,34,1610
2007,CT,Other,2319958,416,7352
2007,CT,Other Biomass,0,0,380
2007,CT,Other Gases,4450,0,0
2007,CT,Petroleum,2450880,5106,3424
2007,CT,Wood and Wood Derived Fuels,0,0,12
2007,DC,All Sources,172052,346,366
2007,DC,Petroleum,172052,346,366
2007,DE,All Sources,14598132,67334,25708
2007,DE,Coal,11900612,63468,17754
2007,DE,Natural Gas,2206792,2,1528
2007,DE,Other,0,0,154
2007,DE,Other Biomass,0,2,1310
2007,DE,Other Gases,0,2,3252
2007,DE,Petroleum,490728,3856,1710
2007,FL,All Sources,257643708,644966,405698
2007,FL,Coal,131229392,383790,220330
2007,FL,Natural Gas,85986624,226,50784
2007,FL,Other,5003706,2238,18736
2007,FL,Other Biomass,0,198,8604
2007,FL,Other Gases,316,48,8494
2007,FL,Petroleum,35423670,231036,88886
2007,FL,Wood and Wood Derived Fuels,0,27430,9858
2007,GA,All Sources,192872796,1363846,250054
2007,GA,Coal,174156940,1233864,208372
2007,GA,Natural Gas,14361716,74,11680
2007,GA,Other,1278880,770,520
2007,GA,Other Biomass,0,354,1390
2007,GA,Petroleum,3075260,72884,8562
2007,GA,Wood and Wood Derived Fuels,0,55894,19524
2007,HI,All Sources,18052622,43964,46126
2007,HI,Coal,3210074,1924,2122
2007,HI,Geothermal,11812,0,0
2007,HI,Other,373796,66,1488
2007,HI,Other Biomass,0,78,724
2007,HI,Other Gases,0,0,178
2007,HI,Petroleum,14456940,41900,41614
2007,IA,All Sources,89157404,271286,116462
2007,IA,Coal,85566844,268418,109432
2007,IA,Natural Gas,2817416,6,1594
2007,IA,Other,27014,42,130
2007,IA,Other Biomass,0,0,3158
2007,IA,Petroleum,746130,2816,2152
2007,ID,All Sources,2568238,13442,7390
2007,ID,Coal,983602,7458,4744
2007,ID,Natural Gas,1584430,6,854
2007,ID,Other,0,0,62
2007,ID,Petroleum,206,0,4
2007,ID,Wood and Wood Derived Fuels,0,5980,1726
2007,IL,All Sources,212598032,604270,239804
2007,IL,Coal,203465414,602906,222068
2007,IL,Natural Gas,8804854,46,7500
2007,IL,Other,93014,296,20
2007,IL,Other Biomass,0,2,9596
2007,IL,Other Gases,0,2,84
2007,IL,Petroleum,234750,1014,536
2007,IN,All Sources,246576128,1323788,389744
2007,IN,Coal,241209674,1322374,361282
2007,IN,Natural Gas,4946508,22,3178
2007,IN,Other,112550,158,466
2007,IN,Other Biomass,0,0,4592
2007,IN,Other Gases,0,324,19794
2007,IN,Petroleum,307396,906,420
2007,KS,All Sources,79154828,210086,128710
2007,KS,Coal,75850526,204082,120848
2007,KS,Natural Gas,2783438,4,4800
2007,KS,Petroleum,520864,5996,3048
2007,KY,All Sources,186729326,696066,321638
2007,KY,Coal,177862458,672908,296962
2007,KY,Natural Gas,2514430,868,4324
2007,KY,Other,29828,18,110
2007,KY,Other Biomass,0,2,2394
2007,KY,Other Gases,6632,0,0
2007,KY,Petroleum,6315978,16250,16064
2007,KY,Wood and Wood Derived Fuels,0,6024,1788
2007,LA,All Sources,109672602,210172,175034
2007,LA,Coal,48576278,129668,51884
2007,LA,Natural Gas,54244838,596,88562
2007,LA,Other,677538,8344,4476
2007,LA,Other Biomass,0,10,130
2007,LA,Other Gases,0,24,8230
2007,LA,Petroleum,6173948,26344,5170
2007,LA,Wood and Wood Derived Fuels,0,45182,16586
2007,MA,All Sources,51519158,102254,39902
2007,MA,Coal,22327998,76274,15538
2007,MA,Natural Gas,21339618,62,7434
2007,MA,Other,2454024,370,9832
2007,MA,Other Biomass,0,0,2760
2007,MA,Petroleum,5397518,25522,4228
2007,MA,Wood and Wood Derived Fuels,0,24,106
2007,MD,All Sources,63022700,533390,109040
2007,MD,Coal,57332088,504914,86650
2007,MD,Natural Gas,2745084,8,4228
2007,MD,Other,1159152,230,3396
2007,MD,Other Biomass,0,0,1382
2007,MD,Other Gases,0,56,1444
2007,MD,Petroleum,1786376,24174,10410
2007,MD,Wood and Wood Derived Fuels,0,4008,1526
2007,ME,All Sources,11215460,42484,20370
2007,ME,Coal,1301424,3640,2182
2007,ME,Natural Gas,5915560,24,692
2007,ME,Other,1072242,848,3044
2007,ME,Other Biomass,0,204,376
2007,ME,Petroleum,2926234,21140,4192
2007,ME,Wood and Wood Derived Fuels,0,16630,9884
2007,MI,All Sources,160456054,706712,234912
2007,MI,Coal,143031622,650388,197432
2007,MI,Natural Gas,13838054,86,9910
2007,MI,Other,1118556,2454,4534
2007,MI,Other Biomass,0,144,10694
2007,MI,Other Gases,0,0,38
2007,MI,Petroleum,2467822,45240,7146
2007,MI,Wood and Wood Derived Fuels,0,8390,5156
2007,MN,All Sources,76641284,177894,168698
2007,MN,Coal,70359040,155306,148710
2007,MN,Natural Gas,4409272,12,5256
2007,MN,Other,1032412,210,4696
2007,MN,Other Biomass,0,356,1258
2007,MN,Other Gases,0,0,1254
2007,MN,Petroleum,840560,13600,3840
2007,MN,Wood and Wood Derived Fuels,0,8408,3684
2007,MO,All Sources,156819494,515532,199314
2007,MO,Coal,152127014,502214,194878
2007,MO,Natural Gas,4488024,24,3142
2007,MO,Other,79636,1432,188
2007,MO,Other Biomass,0,0,384
2007,MO,Other Gases,4610,0,0
2007,MO,Petroleum,120210,11852,710
2007,MS,All Sources,56009044,149440,97696
2007,MS,Coal,34167332,123008,68886
2007,MS,Natural Gas,21045386,188,13384
2007,MS,Other,62330,318,64
2007,MS,Other Biomass,0,366,94
2007,MS,Other Gases,19448,0,110
2007,MS,Petroleum,714548,4728,8232
2007,MS,Wood and Wood Derived Fuels,0,20826,6922
2007,MT,All Sources,40693138,48668,80046
2007,MT,Coal,38993682,40998,74508
2007,MT,Natural Gas,202366,0,2086
2007,MT,Other Gases,0,0,1278
2007,MT,Petroleum,1497090,4446,734
2007,MT,Wood and Wood Derived Fuels,0,3222,1442
2007,NC,All Sources,158833098,730484,121272
2007,NC,Coal,152479760,712944,113328
2007,NC,Natural Gas,4451726,14,2954
2007,NC,Other,270692,2154,732
2007,NC,Other Biomass,0,14,850
2007,NC,Petroleum,1630920,3108,1278
2007,NC,Wood and Wood Derived Fuels,0,12248,2142
2007,ND,All Sources,64561756,250554,132322
2007,ND,Coal,64365488,250350,131506
2007,ND,Natural Gas,86010,0,210
2007,ND,Other,2238,0,0
2007,ND,Other Biomass,0,2,42
2007,ND,Other Gases,0,2,418
2007,ND,Petroleum,108020,196,146
2007,NE,All Sources,41990308,125766,78362
2007,NE,Coal,40730340,125564,74570
2007,NE,Natural Gas,1190666,2,1466
2007,NE,Other Biomass,0,0,1956
2007,NE,Petroleum,69302,196,362
2007,NH,All Sources,13823794,78188,13264
2007,NH,Coal,8357166,72784,7490
2007,NH,Natural Gas,4488974,12,638
